date,prefecture_code,gender,elderly,status,count
2022-02-08,11,M,0,2,296
2022-02-08,11,M,0,3,2583
2022-02-08,11,M,1,1,24
2022-02-08,11,M,1,2,22
2022-02-08,11,M,1,3,20548
2022-02-08,11,U,NA,1,2
2022-02-08,11,U,NA,2,8
2022-02-08,11,U,NA,3,391
2022-02-08,12,F,0,1,176
2022-02-08,12,F,0,2,246
2022-02-08,12,F,0,3,2705
2022-02-08,12,F,1,1,28
2022-02-08,12,F,1,2,33
2022-02-08,12,F,1,3,20020
2022-02-08,12,M,0,1,254
2022-02-08,12,M,0,2,347
2022-02-08,12,M,0,3,1790
2022-02-08,12,M,1,1,17
2022-02-08,12,M,1,2,26
2022-02-08,12,M,1,3,15670
2022-02-08,12,U,NA,1,7
2022-02-08,12,U,NA,2,14
2022-02-08,12,U,NA,3,259
2022-02-08,13,F,0,1,343
2022-02-08,13,F,0,2,326
2022-02-08,13,F,0,3,10800
2022-02-08,13,F,1,1,67
2022-02-08,13,F,1,2,73
2022-02-08,13,F,1,3,43664
2022-02-08,13,M,0,1,405
2022-02-08,13,M,0,2,446
2022-02-08,13,M,0,3,10673
2022-02-08,13,M,1,1,36
2022-02-08,13,M,1,2,39
2022-02-08,13,M,1,3,33238
2022-02-08,13,U,0,1,1
2022-02-08,13,U,0,3,3
2022-02-08,13,U,1,3,2
2022-02-08,13,U,NA,1,19
2022-02-08,13,U,NA,2,7
2022-02-08,13,U,NA,3,647
2022-02-08,14,F,0,1,297
2022-02-08,14,F,0,2,320
2022-02-08,14,F,0,3,4196
2022-02-08,14,F,1,1,51
2022-02-08,14,F,1,2,41
2022-02-08,14,F,1,3,23629
2022-02-08,14,M,0,1,336
2022-02-08,14,M,0,2,398
2022-02-08,14,M,0,3,2494
2022-02-08,14,M,1,1,32
2022-02-08,14,M,1,2,29
2022-02-08,14,M,1,3,17789
2022-02-08,14,U,NA,1,9
2022-02-08,14,U,NA,2,8
2022-02-08,14,U,NA,3,394
2022-02-08,15,F,0,1,69
2022-02-08,15,F,0,2,99
2022-02-08,15,F,0,3,1316
2022-02-08,15,F,1,1,9
2022-02-08,15,F,1,2,10
2022-02-08,15,F,1,3,6400
2022-02-08,15,M,0,1,84
2022-02-08,15,M,0,2,124
2022-02-08,15,M,0,3,621
2022-02-08,15,M,1,1,4
2022-02-08,15,M,1,2,7
2022-02-08,15,M,1,3,4261
2022-02-08,15,U,NA,1,2
2022-02-08,15,U,NA,3,139
2022-02-08,16,F,0,1,14
2022-02-08,16,F,0,2,14
2022-02-08,16,F,0,3,473
2022-02-08,16,F,1,1,4
2022-02-08,16,F,1,2,3
2022-02-08,16,F,1,3,4603
2022-02-08,16,M,0,1,14
2022-02-08,16,M,0,2,13
2022-02-08,16,M,0,3,190
2022-02-08,16,M,1,1,3
2022-02-08,16,M,1,2,1
2022-02-08,16,M,1,3,3156
2022-02-08,16,U,NA,3,69
2022-02-08,17,F,0,1,38
2022-02-08,17,F,0,2,42
2022-02-08,17,F,0,3,686
2022-02-08,17,F,1,1,5
2022-02-08,17,F,1,2,5
2022-02-08,17,F,1,3,3872
2022-02-08,17,M,0,1,38
2022-02-08,17,M,0,2,51
2022-02-08,17,M,0,3,282
2022-02-08,17,M,1,1,5
2022-02-08,17,M,1,3,2661
2022-02-08,17,U,NA,1,4
2022-02-08,17,U,NA,2,1
2022-02-08,17,U,NA,3,65
2022-02-08,18,F,0,1,24
2022-02-08,18,F,0,2,43
2022-02-08,18,F,0,3,491
2022-02-08,18,F,1,1,4
2022-02-08,18,F,1,2,8
2022-02-08,18,F,1,3,3431
2022-02-08,18,M,0,1,23
2022-02-08,18,M,0,2,43
2022-02-08,18,M,0,3,238
2022-02-08,18,M,1,1,1
2022-02-08,18,M,1,2,4
2022-02-08,18,M,1,3,2571
2022-02-08,18,U,NA,3,40
2022-02-08,19,F,0,1,22
2022-02-08,19,F,0,2,52
2022-02-08,19,F,0,3,608
2022-02-08,19,F,1,1,8
2022-02-08,19,F,1,2,10
2022-02-08,19,F,1,3,2818
2022-02-08,19,M,0,1,31
2022-02-08,19,M,0,2,66
2022-02-08,19,M,0,3,344
2022-02-08,19,M,1,1,5
2022-02-08,19,M,1,2,5
2022-02-08,19,M,1,3,2093
2022-02-08,19,U,NA,2,2
2022-02-08,19,U,NA,3,43
2022-02-08,20,F,0,1,138
2022-02-08,20,F,0,2,59
2022-02-08,20,F,0,3,1330
2022-02-08,20,F,1,1,14
2022-02-08,20,F,1,2,5
2022-02-08,20,F,1,3,8575
2022-02-08,20,M,0,1,156
2022-02-08,20,M,0,2,56
2022-02-08,20,M,0,3,690
2022-02-08,20,M,1,1,14
2022-02-08,20,M,1,2,6
2022-02-08,20,M,1,3,6495
2022-02-08,20,U,NA,1,1
2022-02-08,20,U,NA,2,1
2022-02-08,20,U,NA,3,184
2022-02-08,21,F,0,1,50
2022-02-08,21,F,0,2,14
2022-02-08,21,F,0,3,861
2022-02-08,21,F,1,1,8
2022-02-08,21,F,1,2,6
2022-02-08,21,F,1,3,8229
2022-02-08,21,M,0,1,39
2022-02-08,21,M,0,2,21
2022-02-08,21,M,0,3,457
2022-02-08,21,M,1,1,2
2022-02-08,21,M,1,2,2
2022-02-08,21,M,1,3,5998
2022-02-08,21,U,0,1,1
2022-02-08,21,U,0,3,7
2022-02-08,21,U,1,3,383
2022-02-08,21,U,NA,1,1
2022-02-08,21,U,NA,2,1
2022-02-08,21,U,NA,3,122
2022-02-08,22,F,0,1,77
2022-02-08,22,F,0,2,126
2022-02-08,22,F,0,3,1424
2022-02-08,22,F,1,1,18
2022-02-08,22,F,1,2,18
2022-02-08,22,F,1,3,12145
2022-02-08,22,M,0,1,95
2022-02-08,22,M,0,2,209
2022-02-08,22,M,0,3,868
2022-02-08,22,M,1,1,15
2022-02-08,22,M,1,2,22
2022-02-08,22,M,1,3,8935
2022-02-08,22,U,NA,1,3
2022-02-08,22,U,NA,2,1
2022-02-08,22,U,NA,3,204
2022-02-08,23,F,0,1,224
2022-02-08,23,F,0,2,227
2022-02-08,23,F,0,3,3973
2022-02-08,23,F,1,1,37
2022-02-08,23,F,1,2,23
2022-02-08,23,F,1,3,26729
2022-02-08,23,M,0,1,301
2022-02-08,23,M,0,2,245
2022-02-08,23,M,0,3,2759
2022-02-08,23,M,1,1,19
2022-02-08,23,M,1,2,24
2022-02-08,23,M,1,3,20765
2022-02-08,23,U,NA,1,8
2022-02-08,23,U,NA,2,8
2022-02-08,23,U,NA,3,427
2022-02-08,24,F,0,1,42
2022-02-08,24,F,0,2,47
2022-02-08,24,F,0,3,1055
2022-02-08,24,F,1,1,6
2022-02-08,24,F,1,2,4
2022-02-08,24,F,1,3,5678
2022-02-08,24,M,0,1,35
2022-02-08,24,M,0,2,56
2022-02-08,24,M,0,3,626
2022-02-08,24,M,1,1,3
2022-02-08,24,M,1,2,4
2022-02-08,24,M,1,3,4041
2022-02-08,24,U,NA,3,115
2022-02-08,25,F,0,1,48
2022-02-08,25,F,0,2,41
2022-02-08,25,F,0,3,385
2022-02-08,25,F,1,1,6
2022-02-08,25,F,1,2,6
2022-02-08,25,F,1,3,4217
2022-02-08,25,M,0,1,42
2022-02-08,25,M,0,2,42
2022-02-08,25,M,0,3,250
2022-02-08,25,M,1,1,4
2022-02-08,25,M,1,2,3
2022-02-08,25,M,1,3,3573
2022-02-08,25,U,NA,3,59
2022-02-08,26,F,0,1,98
2022-02-08,26,F,0,2,92
2022-02-08,26,F,0,3,1081
2022-02-08,26,F,1,1,19
2022-02-08,26,F,1,2,10
2022-02-08,26,F,1,3,7688
2022-02-08,26,M,0,1,93
2022-02-08,26,M,0,2,112
2022-02-08,26,M,0,3,968
2022-02-08,26,M,1,1,10
2022-02-08,26,M,1,2,7
2022-02-08,26,M,1,3,5380
2022-02-08,26,U,NA,1,1
2022-02-08,26,U,NA,2,4
2022-02-08,26,U,NA,3,147
2022-02-08,27,F,0,1,245
2022-02-08,27,F,0,2,309
2022-02-08,27,F,0,3,4020
2022-02-08,27,F,1,1,50
2022-02-08,27,F,1,2,42
2022-02-08,27,F,1,3,31111
2022-02-08,27,M,0,1,251
2022-02-08,27,M,0,2,359
2022-02-08,27,M,0,3,2132
2022-02-08,27,M,1,1,26
2022-02-08,27,M,1,2,25
2022-02-08,27,M,1,3,22720
2022-02-08,27,U,NA,1,7
2022-02-08,27,U,NA,2,10
2022-02-08,27,U,NA,3,442
2022-02-08,28,F,0,1,174
2022-02-08,28,F,0,2,148
2022-02-08,28,F,0,3,3752
2022-02-08,28,F,1,1,33
2022-02-08,28,F,1,2,19
2022-02-08,28,F,1,3,17956
2022-02-08,28,M,0,1,214
2022-02-08,28,M,0,2,191
2022-02-08,28,M,0,3,2286
2022-02-08,28,M,1,1,18
2022-02-08,28,M,1,2,10
2022-02-08,28,M,1,3,12803
2022-02-08,28,U,0,2,1
2022-02-08,28,U,NA,1,3
2022-02-08,28,U,NA,2,3
2022-02-08,28,U,NA,3,327
2022-02-08,29,F,0,1,31
2022-02-08,29,F,0,2,31
2022-02-08,29,F,0,3,827
2022-02-08,29,F,1,1,7
2022-02-08,29,F,1,2,5
2022-02-08,29,F,1,3,5631
2022-02-08,29,M,0,1,41
2022-02-08,29,M,0,2,44
2022-02-08,29,M,0,3,495
2022-02-08,29,M,1,1,2
2022-02-08,29,M,1,2,1
2022-02-08,29,M,1,3,4569
2022-02-08,29,U,NA,1,1
2022-02-08,29,U,NA,2,4
2022-02-08,29,U,NA,3,68
2022-02-08,30,F,0,1,37
2022-02-08,30,F,0,2,46
2022-02-08,30,F,0,3,551
2022-02-08,30,F,1,1,5
2022-02-08,30,F,1,2,8
2022-02-08,30,F,1,3,4473
2022-02-08,30,M,0,1,49
2022-02-08,30,M,0,2,75
2022-02-08,30,M,0,3,301
2022-02-08,30,M,1,1,3
2022-02-08,30,M,1,2,2
2022-02-08,30,M,1,3,3167
2022-02-08,30,U,NA,1,1
2022-02-08,30,U,NA,3,71
2022-02-08,31,F,0,1,23
2022-02-08,31,F,0,2,10
2022-02-08,31,F,0,3,312
2022-02-08,31,F,1,1,3
2022-02-08,31,F,1,2,1
2022-02-08,31,F,1,3,2041
2022-02-08,31,M,0,1,18
2022-02-08,31,M,0,2,13
2022-02-08,31,M,0,3,157
2022-02-08,31,M,1,1,3
2022-02-08,31,M,1,3,1524
2022-02-08,31,U,NA,3,31
2022-02-08,32,F,0,1,78
2022-02-08,32,F,0,2,6
2022-02-08,32,F,0,3,505
2022-02-08,32,F,1,1,8
2022-02-08,32,F,1,2,3
2022-02-08,32,F,1,3,2367
2022-02-08,32,M,0,1,104
2022-02-08,32,M,0,2,44
2022-02-08,32,M,0,3,269
2022-02-08,32,M,1,1,4
2022-02-08,32,M,1,2,2
2022-02-08,32,M,1,3,1683
2022-02-08,32,U,NA,2,1
2022-02-08,32,U,NA,3,59
2022-02-08,33,F,0,1,70
2022-02-08,33,F,0,2,102
2022-02-08,33,F,0,3,1265
2022-02-08,33,F,1,1,17
2022-02-08,33,F,1,2,9
2022-02-08,33,F,1,3,7890
2022-02-08,33,M,0,1,90
2022-02-08,33,M,0,2,117
2022-02-08,33,M,0,3,595
2022-02-08,33,M,1,1,8
2022-02-08,33,M,1,2,8
2022-02-08,33,M,1,3,5711
2022-02-08,33,U,NA,1,4
2022-02-08,33,U,NA,3,142
2022-02-08,34,F,0,1,79
2022-02-08,34,F,0,2,191
2022-02-08,34,F,0,3,1663
2022-02-08,34,F,1,1,14
2022-02-08,34,F,1,2,17
2022-02-08,34,F,1,3,10965
2022-02-08,34,M,0,1,96
2022-02-08,34,M,0,2,227
2022-02-08,34,M,0,3,936
2022-02-08,34,M,1,1,12
2022-02-08,34,M,1,2,22
2022-02-08,34,M,1,3,8153
2022-02-08,34,U,NA,1,3
2022-02-08,34,U,NA,2,1
2022-02-08,34,U,NA,3,170
2022-02-08,35,F,0,1,45
2022-02-08,35,F,0,2,37
2022-02-08,35,F,0,3,642
2022-02-08,35,F,1,1,11
2022-02-08,35,F,1,2,9
2022-02-08,35,F,1,3,6697
2022-02-08,35,M,0,1,51
2022-02-08,35,M,0,2,73
2022-02-08,35,M,0,3,293
2022-02-08,35,M,1,1,11
2022-02-08,35,M,1,2,4
2022-02-08,35,M,1,3,4717
2022-02-08,35,U,NA,2,1
2022-02-08,35,U,NA,3,106
2022-02-08,36,F,0,1,11
2022-02-08,36,F,0,2,30
2022-02-08,36,F,0,3,479
2022-02-08,36,F,1,1,4
2022-02-08,36,F,1,2,6
2022-02-08,36,F,1,3,3109
2022-02-08,36,M,0,1,9
2022-02-08,36,M,0,2,28
2022-02-08,36,M,0,3,263
2022-02-08,36,M,1,1,2
2022-02-08,36,M,1,2,4
2022-02-08,36,M,1,3,2216
2022-02-08,36,U,NA,3,73
2022-02-08,37,F,0,1,23
2022-02-08,37,F,0,2,50
2022-02-08,37,F,0,3,416
2022-02-08,37,F,1,1,7
2022-02-08,37,F,1,2,8
2022-02-08,37,F,1,3,4401
2022-02-08,37,M,0,1,30
2022-02-08,37,M,0,2,54
2022-02-08,37,M,0,3,235
2022-02-08,37,M,1,1,8
2022-02-08,37,M,1,2,4
2022-02-08,37,M,1,3,3356
2022-02-08,37,U,NA,1,1
2022-02-08,37,U,NA,3,64
2022-02-08,38,F,0,1,25
2022-02-08,38,F,0,2,10
2022-02-08,38,F,0,3,685
2022-02-08,38,F,1,1,7
2022-02-08,38,F,1,2,1
2022-02-08,38,F,1,3,4564
2022-02-08,38,M,0,1,27
2022-02-08,38,M,0,2,15
2022-02-08,38,M,0,3,319
2022-02-08,38,M,1,1,2
2022-02-08,38,M,1,2,1
2022-02-08,38,M,1,3,3017
2022-02-08,38,U,NA,1,1
2022-02-08,38,U,NA,3,96
2022-02-08,39,F,0,1,21
2022-02-08,39,F,0,2,15
2022-02-08,39,F,0,3,293
2022-02-08,39,F,1,1,14
2022-02-08,39,F,1,2,3
2022-02-08,39,F,1,3,2409
2022-02-08,39,M,0,1,27
2022-02-08,39,M,0,2,12
2022-02-08,39,M,0,3,160
2022-02-08,39,M,1,1,6
2022-02-08,39,M,1,2,2
2022-02-08,39,M,1,3,1496
2022-02-08,39,U,NA,2,1
2022-02-08,39,U,NA,3,43
2022-02-08,40,F,0,1,174
2022-02-08,40,F,0,2,124
2022-02-08,40,F,0,3,3194
2022-02-08,40,F,1,1,27
2022-02-08,40,F,1,2,22
2022-02-08,40,F,1,3,17729
2022-02-08,40,M,0,1,229
2022-02-08,40,M,0,2,165
2022-02-08,40,M,0,3,1853
2022-02-08,40,M,1,1,16
2022-02-08,40,M,1,2,13
2022-02-08,40,M,1,3,12470
2022-02-08,40,U,0,3,1
2022-02-08,40,U,1,3,11
2022-02-08,40,U,NA,1,2
2022-02-08,40,U,NA,2,7
2022-02-08,40,U,NA,3,215
2022-02-08,41,F,0,1,31
2022-02-08,41,F,0,2,52
2022-02-08,41,F,0,3,628
2022-02-08,41,F,1,1,5
2022-02-08,41,F,1,2,4
2022-02-08,41,F,1,3,3993
2022-02-08,41,M,0,1,38
2022-02-08,41,M,0,2,57
2022-02-08,41,M,0,3,363
2022-02-08,41,M,1,1,1
2022-02-08,41,M,1,2,7
2022-02-08,41,M,1,3,2904
2022-02-08,41,U,NA,1,6
2022-02-08,41,U,NA,2,1
2022-02-08,41,U,NA,3,88
2022-02-08,42,F,0,1,39
2022-02-08,42,F,0,2,49
2022-02-08,42,F,0,3,974
2022-02-08,42,F,1,1,9
2022-02-08,42,F,1,2,8
2022-02-08,42,F,1,3,5492
2022-02-08,42,M,0,1,56
2022-02-08,42,M,0,2,49
2022-02-08,42,M,0,3,516
2022-02-08,42,M,1,1,5
2022-02-08,42,M,1,2,5
2022-02-08,42,M,1,3,3739
2022-02-08,42,U,NA,3,81
2022-02-08,43,F,0,1,37
2022-02-08,43,F,0,2,43
2022-02-08,43,F,0,3,1090
2022-02-08,43,F,1,1,7
2022-02-08,43,F,1,2,6
2022-02-08,43,F,1,3,7450
2022-02-08,43,M,0,1,42
2022-02-08,43,M,0,2,47
2022-02-08,43,M,0,3,586
2022-02-08,43,M,1,1,10
2022-02-08,43,M,1,2,7
2022-02-08,43,M,1,3,4934
2022-02-08,43,U,NA,3,126
2022-02-08,44,F,0,1,26
2022-02-08,44,F,0,2,37
2022-02-08,44,F,0,3,555
2022-02-08,44,F,1,1,6
2022-02-08,44,F,1,2,8
2022-02-08,44,F,1,3,4783
2022-02-08,44,M,0,1,48
2022-02-08,44,M,0,2,60
2022-02-08,44,M,0,3,248
2022-02-08,44,M,1,1,1
2022-02-08,44,M,1,2,5
2022-02-08,44,M,1,3,3430
2022-02-08,44,U,NA,2,2
2022-02-08,44,U,NA,3,73
2022-02-08,45,F,0,1,41
2022-02-08,45,F,0,2,42
2022-02-08,45,F,0,3,550
2022-02-08,45,F,1,1,2
2022-02-08,45,F,1,2,6
2022-02-08,45,F,1,3,3541
2022-02-08,45,M,0,1,45
2022-02-08,45,M,0,2,38
2022-02-08,45,M,0,3,235
2022-02-08,45,M,1,1,4
2022-02-08,45,M,1,2,3
2022-02-08,45,M,1,3,2332
2022-02-08,45,U,NA,1,1
2022-02-08,45,U,NA,3,88
2022-02-08,46,F,0,1,59
2022-02-08,46,F,0,2,44
2022-02-08,46,F,0,3,1204
2022-02-08,46,F,1,1,10
2022-02-08,46,F,1,2,11
2022-02-08,46,F,1,3,7549
2022-02-08,46,M,0,1,64
2022-02-08,46,M,0,2,55
2022-02-08,46,M,0,3,614
2022-02-08,46,M,1,1,3
2022-02-08,46,M,1,2,8
2022-02-08,46,M,1,3,5281
2022-02-08,46,U,NA,2,1
2022-02-08,46,U,NA,3,134
2022-02-08,47,F,0,1,40
2022-02-08,47,F,0,2,76
2022-02-08,47,F,0,3,532
2022-02-08,47,F,1,1,8
2022-02-08,47,F,1,2,9
2022-02-08,47,F,1,3,2600
2022-02-08,47,M,0,1,43
2022-02-08,47,M,0,2,90
2022-02-08,47,M,0,3,772
2022-02-08,47,M,1,1,9
2022-02-08,47,M,1,2,15
2022-02-08,47,M,1,3,2215
2022-02-08,47,U,NA,2,2
2022-02-08,47,U,NA,3,37
2022-02-09,01,F,0,1,209
2022-02-09,01,F,0,2,258
2022-02-09,01,F,0,3,3277
2022-02-09,01,F,1,1,42
2022-02-09,01,F,1,2,35
2022-02-09,01,F,1,3,17995
2022-02-09,01,M,0,1,262
2022-02-09,01,M,0,2,281
2022-02-09,01,M,0,3,1785
2022-02-09,01,M,1,1,27
2022-02-09,01,M,1,2,25
2022-02-09,01,M,1,3,11944
2022-02-09,01,U,NA,1,3
2022-02-09,01,U,NA,2,5
2022-02-09,01,U,NA,3,348
2022-02-09,02,F,0,1,35
2022-02-09,02,F,0,2,65
2022-02-09,02,F,0,3,1028
2022-02-09,02,F,1,1,8
2022-02-09,02,F,1,2,7
2022-02-09,02,F,1,3,4320
2022-02-09,02,M,0,1,39
2022-02-09,02,M,0,2,75
2022-02-09,02,M,0,3,398
2022-02-09,02,M,1,1,3
2022-02-09,02,M,1,2,10
2022-02-09,02,M,1,3,2746
2022-02-09,02,U,NA,1,1
2022-02-09,02,U,NA,3,66
2022-02-09,03,F,0,1,50
2022-02-09,03,F,0,2,33
2022-02-09,03,F,0,3,747
2022-02-09,03,F,1,1,4
2022-02-09,03,F,1,2,3
2022-02-09,03,F,1,3,4267
2022-02-09,03,M,0,1,56
2022-02-09,03,M,0,2,50
2022-02-09,03,M,0,3,327
2022-02-09,03,M,1,1,5
2022-02-09,03,M,1,2,1
2022-02-09,03,M,1,3,2540
2022-02-09,03,U,NA,1,1
2022-02-09,03,U,NA,2,2
2022-02-09,03,U,NA,3,102
2022-02-09,04,F,0,1,68
2022-02-09,04,F,0,2,68
2022-02-09,04,F,0,3,2049
2022-02-09,04,F,1,1,11
2022-02-09,04,F,1,2,8
2022-02-09,04,F,1,3,7716
2022-02-09,04,M,0,1,51
2022-02-09,04,M,0,2,80
2022-02-09,04,M,0,3,1296
2022-02-09,04,M,1,1,9
2022-02-09,04,M,1,2,7
2022-02-09,04,M,1,3,5546
2022-02-09,04,U,NA,1,1
2022-02-09,04,U,NA,2,1
2022-02-09,04,U,NA,3,145
2022-02-09,05,F,0,1,23
2022-02-09,05,F,0,2,17
2022-02-09,05,F,0,3,954
2022-02-09,05,F,1,1,3
2022-02-09,05,F,1,2,4
2022-02-09,05,F,1,3,1522
2022-02-09,05,M,0,1,16
2022-02-09,05,M,0,2,29
2022-02-09,05,M,0,3,511
2022-02-09,05,M,1,1,4
2022-02-09,05,M,1,2,4
2022-02-09,05,M,1,3,850
2022-02-09,05,U,NA,2,3
2022-02-09,05,U,NA,3,42
2022-02-09,06,F,0,1,37
2022-02-09,06,F,0,2,88
2022-02-09,06,F,0,3,657
2022-02-09,06,F,1,1,5
2022-02-09,06,F,1,2,5
2022-02-09,06,F,1,3,3010
2022-02-09,06,M,0,1,42
2022-02-09,06,M,0,2,128
2022-02-09,06,M,0,3,298
2022-02-09,06,M,1,1,3
2022-02-09,06,M,1,2,5
2022-02-09,06,M,1,3,2228
2022-02-09,06,U,NA,1,1
2022-02-09,06,U,NA,2,1
2022-02-09,06,U,NA,3,67
2022-02-09,07,F,0,1,83
2022-02-09,07,F,0,2,69
2022-02-09,07,F,0,3,1294
2022-02-09,07,F,1,1,7
2022-02-09,07,F,1,2,7
2022-02-09,07,F,1,3,6549
2022-02-09,07,M,0,1,93
2022-02-09,07,M,0,2,75
2022-02-09,07,M,0,3,849
2022-02-09,07,M,1,1,6
2022-02-09,07,M,1,2,5
2022-02-09,07,M,1,3,4730
2022-02-09,07,U,NA,1,1
2022-02-09,07,U,NA,2,2
2022-02-09,07,U,NA,3,101
2022-02-09,08,F,0,1,71
2022-02-09,08,F,0,2,71
2022-02-09,08,F,0,3,2344
2022-02-09,08,F,1,1,11
2022-02-09,08,F,1,2,7
2022-02-09,08,F,1,3,10283
2022-02-09,08,M,0,1,97
2022-02-09,08,M,0,2,102
2022-02-09,08,M,0,3,1708
2022-02-09,08,M,1,1,11
2022-02-09,08,M,1,2,3
2022-02-09,08,M,1,3,8392
2022-02-09,08,U,NA,1,1
2022-02-09,08,U,NA,2,1
2022-02-09,08,U,NA,3,216
2022-02-09,09,F,0,1,38
2022-02-09,09,F,0,2,49
2022-02-09,09,F,0,3,994
2022-02-09,09,F,1,1,8
2022-02-09,09,F,1,2,7
2022-02-09,09,F,1,3,7579
2022-02-09,09,M,0,1,49
2022-02-09,09,M,0,2,40
2022-02-09,09,M,0,3,493
2022-02-09,09,M,1,1,6
2022-02-09,09,M,1,2,8
2022-02-09,09,M,1,3,5901
2022-02-09,09,U,NA,1,1
2022-02-09,09,U,NA,2,2
2022-02-09,09,U,NA,3,138
2022-02-09,10,F,0,1,64
2022-02-09,10,F,0,2,27
2022-02-09,10,F,0,3,1119
2022-02-09,10,F,1,1,9
2022-02-09,10,F,1,2,6
2022-02-09,10,F,1,3,7012
2022-02-09,10,M,0,1,58
2022-02-09,10,M,0,2,43
2022-02-09,10,M,0,3,585
2022-02-09,10,M,1,1,11
2022-02-09,10,M,1,2,2
2022-02-09,10,M,1,3,5294
2022-02-09,10,U,NA,1,1
2022-02-09,10,U,NA,2,1
2022-02-09,10,U,NA,3,89
2022-02-09,11,F,0,1,268
2022-02-09,11,F,0,2,237
2022-02-09,11,F,0,3,4566
2022-02-09,11,F,1,1,27
2022-02-09,11,F,1,2,30
2022-02-09,11,F,1,3,22336
2022-02-09,11,M,0,1,330
2022-02-09,11,M,0,2,311
2022-02-09,11,M,0,3,3101
2022-02-09,11,M,1,1,23
2022-02-09,11,M,1,2,27
2022-02-09,11,M,1,3,17527
2022-02-09,11,U,1,1,1
2022-02-09,11,U,NA,1,7
2022-02-09,11,U,NA,2,3
2022-02-09,11,U,NA,3,306
2022-02-09,12,F,0,1,228
2022-02-09,12,F,0,2,216
2022-02-09,12,F,0,3,3020
2022-02-09,12,F,1,1,38
2022-02-09,12,F,1,2,23
2022-02-09,12,F,1,3,17285
2022-02-09,12,M,0,1,279
2022-02-09,12,M,0,2,339
2022-02-09,12,M,0,3,1839
2022-02-09,12,M,1,1,22
2022-02-09,12,M,1,2,32
2022-02-09,12,M,1,3,13820
2022-02-09,12,U,1,1,1
2022-02-09,12,U,NA,1,5
2022-02-09,12,U,NA,2,3
2022-02-09,12,U,NA,3,231
2022-02-09,13,F,0,1,344
2022-02-09,13,F,0,2,370
2022-02-09,13,F,0,3,12287
2022-02-09,13,F,1,1,73
2022-02-09,13,F,1,2,72
2022-02-09,13,F,1,3,42862
2022-02-09,13,M,0,1,390
2022-02-09,13,M,0,2,422
2022-02-09,13,M,0,3,11795
2022-02-09,13,M,1,1,42
2022-02-09,13,M,1,2,26
2022-02-09,13,M,1,3,31883
2022-02-09,13,U,0,3,1
2022-02-09,13,U,NA,1,16
2022-02-09,13,U,NA,2,24
2022-02-09,13,U,NA,3,640
2022-02-09,14,F,0,1,235
2022-02-09,14,F,0,2,233
2022-02-09,14,F,0,3,5143
2022-02-09,14,F,1,1,42
2022-02-09,14,F,1,2,26
2022-02-09,14,F,1,3,24164
2022-02-09,14,M,0,1,279
2022-02-09,14,M,0,2,261
2022-02-09,14,M,0,3,2612
2022-02-09,14,M,1,1,31
2022-02-09,14,M,1,2,17
2022-02-09,14,M,1,3,18914
2022-02-09,14,U,0,2,2
2022-02-09,14,U,1,3,1
2022-02-09,14,U,NA,1,5
2022-02-09,14,U,NA,2,4
2022-02-09,14,U,NA,3,413
2022-02-09,15,F,0,1,33
2022-02-09,15,F,0,2,78
2022-02-09,15,F,0,3,1721
2022-02-09,15,F,1,1,5
2022-02-09,15,F,1,2,9
2022-02-09,15,F,1,3,5540
2022-02-09,15,M,0,1,66
2022-02-09,15,M,0,2,83
2022-02-09,15,M,0,3,796
2022-02-09,15,M,1,1,7
2022-02-09,15,M,1,2,3
2022-02-09,15,M,1,3,3882
2022-02-09,15,U,NA,1,2
2022-02-09,15,U,NA,3,114
2022-02-09,16,F,0,1,13
2022-02-09,16,F,0,2,14
2022-02-09,16,F,0,3,514
2022-02-09,16,F,1,1,1
2022-02-09,16,F,1,2,6
2022-02-09,16,F,1,3,3991
2022-02-09,16,M,0,1,19
2022-02-09,16,M,0,2,17
2022-02-09,16,M,0,3,238
2022-02-09,16,M,1,1,2
2022-02-09,16,M,1,2,2
2022-02-09,16,M,1,3,2790
2022-02-09,16,U,NA,1,1
2022-02-09,16,U,NA,2,3
2022-02-09,16,U,NA,3,107
2022-02-09,17,F,0,1,45
2022-02-09,17,F,0,2,42
2022-02-09,17,F,0,3,990
2022-02-09,17,F,1,1,6
2022-02-09,17,F,1,2,2
2022-02-09,17,F,1,3,3953
2022-02-09,17,M,0,1,47
2022-02-09,17,M,0,2,57
2022-02-09,17,M,0,3,423
2022-02-09,17,M,1,1,6
2022-02-09,17,M,1,2,2
2022-02-09,17,M,1,3,2912
2022-02-09,17,U,NA,1,1
2022-02-09,17,U,NA,2,1
2022-02-09,17,U,NA,3,69
2022-02-09,18,F,0,1,19
2022-02-09,18,F,0,2,5
2022-02-09,18,F,0,3,586
2022-02-09,18,F,1,1,5
2022-02-09,18,F,1,2,3
2022-02-09,18,F,1,3,2648
2022-02-09,18,M,0,1,24
2022-02-09,18,M,0,2,9
2022-02-09,18,M,0,3,298
2022-02-09,18,M,1,1,5
2022-02-09,18,M,1,2,1
2022-02-09,18,M,1,3,1953
2022-02-09,18,U,NA,3,28
2022-02-09,19,F,0,1,34
2022-02-09,19,F,0,2,42
2022-02-09,19,F,0,3,772
2022-02-09,19,F,1,1,10
2022-02-09,19,F,1,2,7
2022-02-09,19,F,1,3,2637
2022-02-09,19,M,0,1,27
2022-02-09,19,M,0,2,45
2022-02-09,19,M,0,3,410
